EmployeeID,LastName,FirstName,HireDate,Salary
75de8a5c-61ec-488a-8d05-ae8d0c5164b5,Ballard,Peter,2019-12-17,50000
ff4b882d-5f5b-4a52-8b4e-0918bf616dbe,Holm,James,2019-12-25,85000
be5a766b-7d9b-40ef-9bbf-bbd7428ae978,Adams,Frank,2019-12-04,68000
83dae2a5-2bfb-48e7-a953-b044228ef0d9,Greenhoward,Robert,2020-01-21,65000
949e9b2a-5e1a-4eb4-814b-7b0cc985af93,Mason,Lucy,2019-12-20,94000
92bbdebd-704f-4862-9752-69df1e0442af,Lee,Larry,2019-11-18,92000
e67f7064-7c6e-456e-a49c-b922af5e9aa3,Linen,Traci,2020-01-24,68000
3f7a014a-84f1-4484-b61f-6f71ecdec5ea,Boddie,Anne,2019-11-18,65000
545f1f8f-0493-42e7-b40c-0e5c09dd2261,Conley,Michael,2019-11-27,92000
9c32b5e8-d012-439e-8217-b6da39c69c73,Mohamed,Maria,2019-11-24,64000
1782f070-972e-480f-8518-926fb3eb31df,Weaver,Jeffrey,2020-01-20,95000
3f6456bb-47d1-4dd3-bb3e-5e4446c0ac85,Romie,George,2020-01-08,92000
7b57db86-ea90-43c7-a293-5240862ebc8d,Valencia,Inga,2019-11-20,52000
39f502d9-54d7-4760-be19-08664aab7fd3,Dutton,Tom,2020-02-15,80000
c87aeee1-2f52-4692-8160-d38e8b6f86c0,Lewis,Margaret,2020-04-12,71000
21324be3-f146-4091-bc1d-a02a815728fb,Paulson,Darlene,2020-02-04,79000
cca7d04b-8b57-4186-b7d8-c4a22fb659e8,Withem,Mittie,2020-02-14,61000
9decb9f8-b351-41ee-a059-ff7803104ae5,Meyer,James,2019-12-04,95000
376aa558-d0c1-4285-afb6-8320a1f2967f,Peck,James,2020-03-03,76000
fc5b4bba-7cd4-4b92-8b8e-e59b1c2b7257,Freeman,James,2019-11-14,80000
5a1669b3-244d-402e-a637-ff0be84933b1,Briggs,Elliot,2020-02-22,85000
141b1794-a322-4f50-8525-0ff8872c0806,Estabrook,Thelma,2020-04-03,55000
60dfc947-21a7-4233-a1c5-c8c996aff1e1,Frese,Adam,2020-03-09,94000
bacf9673-0347-4c6f-977f-6154e68cfa55,Cutler,Gregory,2019-11-28,65000
3e2753af-9db6-47b0-a09d-b8f141d096bf,Collazo,Edward,2020-03-12,74000
33eed41f-ebd9-4df0-91a4-c8cd91ab7945,Barr,Thomas,2019-11-26,86000
d0c7e4e6-115f-44ff-9711-89f7d0080dc8,Finn,James,2020-02-21,58000
5661aa83-c816-4306-aa8d-16875fddced6,Cooper,Justin,2020-01-23,95000
63c34df9-0a43-4205-9bd3-28aa9d665b0f,Graves,Norma,2020-01-08,50000
00b001fc-98fb-44cd-960e-dfdc0ef1d77e,Alexander,Kathryn,2020-01-13,80000
d4e332be-f746-48e0-8cf8-c356c40274ba,Mcneill,Julio,2019-12-02,90000
743588a1-f090-4891-be42-de27a226f09b,Rollins,David,2019-12-25,86000
d1fe3bf7-16e1-41d4-9dc1-00c4ff210281,Parrott,Jamie,2020-03-12,93000
1a0dc7d0-7cb8-4523-b181-979be3390bbc,Jay,Erma,2019-12-05,95000
2f809433-7e79-41d1-ba2c-721080ab07d3,Spillman,Kris,2020-01-14,98000
f69516f0-77d6-4372-94af-08483c8669d9,Ward,Carrie,2019-11-22,78000
57e6e59e-dee4-4532-90e1-55fc43cdb7ec,Joy,Jerry,2020-02-01,61000
65087e4a-671a-4ae3-9277-58dee357fb0b,Smith,Paul,2020-02-09,92000
3bda3d54-f8ac-4062-b11d-ad583a76758a,Brown,Dana,2020-04-01,100000
71ca6640-f5ee-4c16-a9a7-12e52a2437d5,Gaskins,Heather,2020-03-15,97000
5204b62d-3c93-4fef-9e02-524494a640b6,Ortiz,Carla,2020-02-23,92000
a02742e0-f79b-4557-b061-541495a192e8,Smith,Charles,2019-11-23,53000
af2b0ae8-f976-4356-ba71-5786755f532e,Hitzeman,Geneva,2020-02-12,58000
49ec8ed1-45a8-4809-9f17-83a71ff4339b,George,Amy,2019-12-30,83000
8829d830-69c2-45c9-bde3-a99067de1cb7,Sites,Lillian,2019-11-23,56000
9ffab333-f7bc-45f1-8b73-4eaf570242f6,Richards,Deborah,2020-03-26,54000
2e7b2b72-9fb8-430f-a1a3-6ca202b11789,Hart,Jennie,2019-12-20,85000
66d3de84-44ed-4b57-9af5-8fc4bc9b0519,Garbacz,Jerry,2020-03-23,68000
ce8b5897-98c2-4010-91bb-82d1c10a65f7,Stainback,James,2019-11-22,74000
136b851b-5b8c-4924-b2c3-183ce8afdc23,Mckie,Lillian,2019-11-18,98000
4851c348-524f-4eaa-a05f-b199d2caa1f8,Hamilton,Mark,2020-01-25,99000
d2e39c47-53f5-4491-a3ff-1dfacab7f2c2,Delaney,Dana,2020-01-11,83000
ee725b7d-1bd2-42cb-9c3a-2cae309486c1,Garabedian,Carolyn,2020-03-14,77000
abbb314d-fd75-415a-a458-ce71b13b9fcf,Bambeck,Brenda,2020-03-21,63000
f9ec6866-a8d5-416a-a4de-c14379bedef9,Finch,Yolanda,2019-12-05,78000
95c41267-a77a-4ea5-adcc-0be467ebca5d,Platt,Danielle,2020-02-23,78000
250f0daf-51f8-4c0f-9ae0-581d516feb74,Norris,Adele,2019-12-10,97000
353a02e9-92dd-47b5-a7d6-cdccf7e37737,Upshur,Stephen,2019-11-24,75000
c3e6df21-da99-47f2-871f-8540bb483dae,Coffin,Anna,2019-12-10,86000
584853dd-6f82-4a2e-9f40-6a01065e0d24,Freeman,Otto,2020-02-23,58000
94c7f4ca-cb92-4998-ab0d-6846bd0802de,Raines,Wiley,2019-11-23,89000
5c6d7901-39a9-4884-bbad-73d48109cdfd,Cleare,Joseph,2020-02-27,51000
7fc9405a-5349-436e-bcbb-c566898162b9,Fisher,Irma,2020-04-04,94000
083b3509-5d2a-4bfa-affe-a2e367f22456,Bridenbaker,Timothy,2019-12-07,69000
045daeec-0792-4141-94c1-9a0e5b9cdce7,May,Trevor,2020-01-28,54000
d635e384-e2f5-4c64-ac6b-75baa5ba8e3a,Risbeck,Anthony,2020-02-25,91000
81fa2430-d51f-46b0-b067-c2e838a81493,Rodriguez,Anthony,2019-12-21,95000
3e98b2f8-6b7f-440d-af63-7b8c74b18da1,Henderson,Jason,2020-01-09,84000
d1e61441-b002-4739-bd2c-fd6429be38fe,Montilla,Miguel,2019-11-16,93000
c49b64bc-3485-4dd0-bf05-ff26c095c995,Blount,Mary,2019-11-19,79000
